C,MaxIter_SLS,Batch_SLS,mu_SLS,K1,K2,MaxIter_Softmax,Batch_Softmax,mu_Softmax,Fscore,Tiempo
10,50,32,0.1,40,9,2500,128,0.0001,0.9319948025830378,1.614290475845337
10,50,32,0.1,40,9,2500,256,0.1,0.9563962633386256,1.4426589012145996
10,50,32,0.1,40,9,2500,256,0.05,0.9613944855851624,1.4304499626159668
10,50,32,0.1,40,9,2500,256,0.01,0.9782135076252724,1.4376566410064697
10,50,32,0.1,40,9,2500,256,0.001,0.9660833412955654,1.4437100887298584
10,50,32,0.1,40,9,2500,256,0.0001,0.9743526789806282,1.4322175979614258
10,50,32,0.1,40,6,2500,32,0.1,0.9655066557480702,2.58189058303833
10,50,32,0.1,40,6,2500,32,0.05,0.9872356399108904,2.563152551651001
10,50,32,0.1,40,6,2500,32,0.01,0.9825641025641024,2.628986358642578
10,50,32,0.1,40,6,2500,32,0.001,0.991285030758715,2.5708160400390625
10,50,32,0.1,40,6,2500,32,0.0001,0.953180115489114,2.63920259475708
10,50,32,0.1,40,6,2500,64,0.1,0.9869281045751634,1.9249589443206787
10,50,32,0.1,40,6,2500,64,0.05,0.991285030758715,1.9402899742126465
10,50,32,0.1,40,6,2500,64,0.01,0.98287926135597,2.005225896835327
10,50,32,0.1,40,6,2500,64,0.001,0.956788554455316,1.9218246936798096
10,50,32,0.1,40,6,2500,64,0.0001,0.9613944855851624,1.9002516269683838
10,50,32,0.1,40,6,2500,128,0.1,0.973855092276145,1.599062442779541
10,50,32,0.1,40,6,2500,128,0.05,0.9700557811237516,1.595076322555542
10,50,32,0.1,40,6,2500,128,0.01,0.9654334441949036,1.6253464221954346
10,50,32,0.1,40,6,2500,128,0.001,0.978209784234138,1.6798558235168457
10,50,32,0.1,40,6,2500,128,0.0001,0.9355435264044768,1.6122677326202393
10,50,32,0.1,40,6,2500,256,0.1,0.9741241731404096,1.3950612545013428
10,50,32,0.1,40,6,2500,256,0.05,0.9781986064207242,1.4158947467803955
10,50,32,0.1,40,6,2500,256,0.01,0.9828496749986098,1.4432153701782227
10,50,32,0.1,40,6,2500,256,0.001,0.9608669928133016,1.420931339263916
10,50,32,0.1,40,6,2500,256,0.0001,0.9267493034308056,1.4025814533233643
10,50,32,0.1,40,5,2500,32,0.1,0.978209784234138,2.592555046081543
10,50,32,0.1,40,5,2500,32,0.05,0.98287926135597,2.5470542907714844
10,50,32,0.1,40,5,2500,32,0.01,0.9607776116214484,2.569634199142456
10,50,32,0.1,40,5,2500,32,0.001,0.9869281045751634,2.5575084686279297
10,50,32,0.1,40,5,2500,32,0.0001,0.9694519317160828,2.596966028213501
10,50,32,0.1,40,5,2500,64,0.1,0.9566827706755724,1.9228515625
10,50,32,0.1,40,5,2500,64,0.05,0.9825641025641024,1.9207942485809326
10,50,32,0.1,40,5,2500,64,0.01,0.9956427015250544,1.8849244117736816
10,50,32,0.1,40,5,2500,64,0.001,0.9694780489890138,1.886364459991455
10,50,32,0.1,40,5,2500,64,0.0001,0.9564102564102566,1.8916168212890625
10,50,32,0.1,40,5,2500,128,0.1,0.9869281045751634,1.5735883712768555
10,50,32,0.1,40,5,2500,128,0.05,0.973846153846154,1.561171293258667
10,50,32,0.1,40,5,2500,128,0.01,0.9611493572731248,1.5746607780456543
10,50,32,0.1,40,5,2500,128,0.001,0.9782135076252724,1.5626296997070312
10,50,32,0.1,40,5,2500,128,0.0001,0.9397812509807616,1.581864595413208
10,50,32,0.1,40,5,2500,256,0.1,0.9537964893182924,1.434410810470581
10,50,32,0.1,40,5,2500,256,0.05,0.9785219628810244,1.4757006168365479
10,50,32,0.1,40,5,2500,256,0.01,0.978209784234138,1.4687674045562744
10,50,32,0.1,40,5,2500,256,0.001,0.9654923365093596,1.4325346946716309
10,50,32,0.1,40,5,2500,256,0.0001,0.9431998286571,1.3913872241973877
10,50,32,0.1,40,4,2500,32,0.1,0.9742882404951372,2.546562671661377
10,50,32,0.1,40,4,2500,32,0.05,0.9782135076252724,2.5309689044952393
10,50,32,0.1,40,4,2500,32,0.01,0.9694936979277932,2.782461404800415
10,50,32,0.1,40,4,2500,32,0.001,0.9781986064207242,2.7363173961639404
10,50,32,0.1,40,4,2500,32,0.0001,0.9745315883626778,2.7198269367218018
10,50,32,0.1,40,4,2500,64,0.1,0.9783997018434104,1.9999020099639893
10,50,32,0.1,40,4,2500,64,0.05,0.9607776116214484,2.030010461807251
10,50,32,0.1,40,4,2500,64,0.01,0.9869281045751634,1.9378440380096436
10,50,32,0.1,40,4,2500,64,0.001,0.9831910575484626,1.8962948322296143
10,50,32,0.1,40,4,2500,64,0.0001,0.9788353951232908,1.903637409210205
10,50,32,0.1,40,4,2500,128,0.1,0.9698356600770746,1.6036121845245361
10,50,32,0.1,40,4,2500,128,0.05,0.9741626348175118,1.7011854648590088
10,50,32,0.1,40,4,2500,128,0.01,0.9654334441949036,1.6330339908599854
10,50,32,0.1,40,4,2500,128,0.001,0.9742882404951372,1.7146885395050049
10,50,32,0.1,40,4,2500,128,0.0001,0.9359124094749176,1.6188452243804932
10,50,32,0.1,40,4,2500,256,0.1,0.9785219628810244,1.5386862754821777
10,50,32,0.1,40,4,2500,256,0.05,0.96514012303486,1.5348014831542969
10,50,32,0.1,40,4,2500,256,0.01,0.9651553455016882,1.4776647090911865
10,50,32,0.1,40,4,2500,256,0.001,0.9694936979277932,1.4419100284576416
10,50,32,0.1,40,4,2500,256,0.0001,0.9694936979277932,1.4467928409576416
10,50,32,0.1,40,3,2500,32,0.1,0.9825641025641024,2.5945308208465576
10,50,32,0.1,40,3,2500,32,0.05,0.9825641025641024,2.5795466899871826
10,50,32,0.1,40,3,2500,32,0.01,0.978209784234138,2.568723201751709
10,50,32,0.1,40,3,2500,32,0.001,0.9694780489890138,2.5767948627471924
10,50,32,0.1,40,3,2500,32,0.0001,0.9524630544691748,2.550485849380493
10,50,32,0.1,40,3,2500,64,0.1,0.9564251537935748,1.875206470489502
10,50,32,0.1,40,3,2500,64,0.05,0.9698001662745376,1.8842849731445312
10,50,32,0.1,40,3,2500,64,0.01,0.9694989106753812,1.9569315910339355
10,50,32,0.1,40,3,2500,64,0.001,0.978209784234138,1.9483027458190918
10,50,32,0.1,40,3,2500,64,0.0001,0.9651043448511804,1.9296894073486328
10,50,32,0.1,40,3,2500,128,0.1,0.9744191277239012,1.5816359519958496
10,50,32,0.1,40,3,2500,128,0.05,0.978209784234138,1.5726356506347656
10,50,32,0.1,40,3,2500,128,0.01,0.9782135076252724,1.5980656147003174
10,50,32,0.1,40,3,2500,128,0.001,0.9871437172099424,1.6158559322357178
10,50,32,0.1,40,3,2500,128,0.0001,0.93025641025641,1.579517126083374
10,50,32,0.1,40,3,2500,256,0.1,0.9607574915573034,1.4118003845214844
10,50,32,0.1,40,3,2500,256,0.05,0.9738282586383852,1.4147896766662598
10,50,32,0.1,40,3,2500,256,0.01,0.9912820512820512,1.3748254776000977
10,50,32,0.1,40,3,2500,256,0.001,0.9694936979277932,1.3894288539886475
10,50,32,0.1,40,3,2500,256,0.0001,0.943355119825708,1.3840456008911133
10,50,32,0.1,40,2,2500,32,0.1,0.978209784234138,2.5904178619384766
10,50,32,0.1,40,2,2500,32,0.05,0.9653801472974776,2.583249807357788
10,50,32,0.1,40,2,2500,32,0.01,0.96078431372549,2.6056582927703857
10,50,32,0.1,40,2,2500,32,0.001,0.9872356399108904,2.5850844383239746
10,50,32,0.1,40,2,2500,32,0.0001,0.9656377097393432,2.560788631439209
10,50,32,0.1,40,2,2500,64,0.1,0.9651043448511804,1.8817923069000244
10,50,32,0.1,40,2,2500,64,0.05,0.9738550922761448,1.9235191345214844
10,50,32,0.1,40,2,2500,64,0.01,0.98287926135597,1.9596173763275146
10,50,32,0.1,40,2,2500,64,0.001,0.9869258705404828,1.9538702964782715
10,50,32,0.1,40,2,2500,64,0.0001,0.9439078617959707,1.8971288204193115
10,50,32,0.1,40,2,2500,128,0.1,0.9563804310639754,1.6316940784454346
10,50,32,0.1,40,2,2500,128,0.05,0.973846153846154,1.5632939338684082
10,50,32,0.1,40,2,2500,128,0.01,0.9869258705404828,1.5692965984344482
10,50,32,0.1,40,2,2500,128,0.001,0.9698001662745376,1.547912836074829
10,50,32,0.1,40,2,2500,128,0.0001,0.9316420014094432,1.5568506717681885
10,50,32,0.1,40,2,2500,256,0.1,0.9825641025641024,1.3908963203430176
10,50,32,0.1,40,2,2500,256,0.05,0.9566827706755724,1.3707859516143799
10,50,32,0.1,40,2,2500,256,0.01,0.9653801472974776,1.3688466548919678
10,50,32,0.1,40,2,2500,256,0.001,0.973846153846154,1.3627688884735107
10,50,32,0.1,40,2,2500,256,0.0001,0.9526476053608818,1.3510239124298096
10,50,32,0.1,30,21,2500,32,0.1,0.9782135076252724,2.7025279998779297
10,50,32,0.1,30,21,2500,32,0.05,0.953180115489114,2.735239267349243
10,50,32,0.1,30,21,2500,32,0.01,0.9607574915573034,2.7179644107818604
10,50,32,0.1,30,21,2500,32,0.001,0.991285030758715,2.7180376052856445
10,50,32,0.1,30,21,2500,32,0.0001,0.9564102564102566,2.7218902111053467
10,50,32,0.1,30,21,2500,64,0.1,0.9696147700174546,2.070401668548584
10,50,32,0.1,30,21,2500,64,0.05,0.9825641025641024,2.029125928878784
10,50,32,0.1,30,21,2500,64,0.01,0.978209784234138,2.038168430328369
10,50,32,0.1,30,21,2500,64,0.001,0.9609435353088602,2.0623550415039062
10,50,32,0.1,30,21,2500,64,0.0001,0.9694936979277932,2.0749285221099854
10,50,32,0.1,30,21,2500,128,0.1,0.978209784234138,1.7405965328216553
10,50,32,0.1,30,21,2500,128,0.05,0.96078431372549,1.7308969497680664
10,50,32,0.1,30,21,2500,128,0.01,0.9738550922761448,1.7430646419525146
10,50,32,0.1,30,21,2500,128,0.001,0.978209784234138,1.7440695762634277
10,50,32,0.1,30,21,2500,128,0.0001,0.9573240868718595,1.7262485027313232
10,50,32,0.1,30,21,2500,256,0.1,0.9694780489890138,1.5322089195251465
10,50,32,0.1,30,21,2500,256,0.05,0.965475594636414,1.5115268230438232
10,50,32,0.1,30,21,2500,256,0.01,0.9694989106753812,1.5390346050262451
10,50,32,0.1,30,21,2500,256,0.001,0.9785219628810244,1.533383846282959
10,50,32,0.1,30,21,2500,256,0.0001,0.9564644353179386,1.56512451171875
10,50,32,0.1,30,18,2500,32,0.1,0.978209784234138,2.703134298324585
10,50,32,0.1,30,18,2500,32,0.05,0.9785219628810244,2.6639244556427
10,50,32,0.1,30,18,2500,32,0.01,0.9655066557480702,2.7002720832824707
10,50,32,0.1,30,18,2500,32,0.001,0.9744191277239012,2.647578477859497
10,50,32,0.1,30,18,2500,32,0.0001,0.973855092276145,2.6688668727874756
10,50,32,0.1,30,18,2500,64,0.1,0.9915306239454846,2.0141396522521973
10,50,32,0.1,30,18,2500,64,0.05,0.973855092276145,1.9832336902618408
10,50,32,0.1,30,18,2500,64,0.01,0.978209784234138,1.9959800243377686
10,50,32,0.1,30,18,2500,64,0.001,0.965475594636414,2.0527312755584717
10,50,32,0.1,30,18,2500,64,0.0001,0.97419295855202,2.005584239959717
10,50,32,0.1,30,18,2500,128,0.1,0.9738550922761448,1.6386497020721436
10,50,32,0.1,30,18,2500,128,0.05,0.9654334441949036,1.668259859085083
10,50,32,0.1,30,18,2500,128,0.01,0.973855092276145,1.706742525100708
10,300,32,0.1,40,21,2500,32,0.1,0.97419295855202,4.581862926483154
10,300,32,0.1,40,21,2500,32,0.01,0.9694519317160828,4.593918561935425
10,300,32,0.1,40,21,2500,32,0.1,0.9655066557480702,4.594910383224487
10,300,32,0.1,40,21,2500,32,0.01,0.9741626348175118,4.648907423019409
10,300,32,0.1,40,21,2500,32,0.0001,0.9521676557438148,4.6604323387146
10,300,32,0.1,40,21,2500,64,0.1,0.9782135076252724,3.8712127208709717
10,300,32,0.1,40,21,2500,64,0.01,0.9741626348175118,3.9063377380371094
10,300,32,0.1,40,21,2500,64,0.0001,0.9743526789806282,3.9326045513153076
10,300,32,0.1,40,21,2500,128,0.1,0.9694989106753812,3.6161699295043945
10,300,32,0.1,40,21,2500,128,0.01,0.98257006151743,3.557520627975464
10,300,32,0.1,40,21,2500,128,0.0001,0.9284931406083342,3.5802483558654785
10,300,32,0.1,40,21,2500,256,0.1,0.9700557811237516,3.4629054069519043
10,300,32,0.1,40,21,2500,256,0.01,0.9694989106753812,3.4388275146484375
10,300,32,0.1,40,21,2500,256,0.0001,0.9263575897193782,3.4729232788085938
10,300,32,0.1,40,18,2500,32,0.1,0.9743526789806282,4.631183385848999
10,300,32,0.1,40,18,2500,32,0.01,0.973846153846154,4.628824234008789
10,300,32,0.1,40,21,2500,32,0.1,0.960998387794424,4.562113046646118
10,300,32,0.1,40,21,2500,32,0.01,0.9613944855851624,4.644155025482178
10,300,32,0.1,40,21,2500,64,0.1,0.9651043448511804,3.932117462158203
10,300,32,0.1,40,21,2500,64,0.01,0.978209784234138,3.9229915142059326
10,300,32,0.1,40,21,2500,128,0.1,0.9567684227221548,3.5438425540924072
10,300,32,0.1,40,21,2500,128,0.01,0.9738550922761448,3.619572162628174
10,300,32,0.1,40,21,2500,256,0.1,0.9522965737354672,3.3690688610076904
10,300,32,0.1,40,21,2500,256,0.01,0.9698356600770746,3.390939474105835
10,300,32,0.1,40,18,2500,32,0.1,0.9827873605582584,4.543741703033447
10,300,32,0.1,40,18,2500,32,0.01,0.9740092165898616,4.589864492416382
10,300,32,0.1,40,18,2500,64,0.1,0.9655066557480702,3.8726072311401367
10,300,32,0.1,40,18,2500,64,0.01,0.9568203529441204,3.8707668781280518
10,300,32,0.1,40,18,2500,128,0.1,0.9566708654805016,3.5595428943634033
10,300,32,0.1,40,18,2500,128,0.01,0.9785748259822734,3.523611068725586
10,300,32,0.1,40,18,2500,256,0.1,0.978209784234138,3.335160732269287
10,300,32,0.1,40,18,2500,256,0.01,0.973855092276145,3.344656229019165
10,300,32,0.1,40,16,2500,32,0.1,0.973855092276145,4.434680223464966
10,300,32,0.1,40,16,2500,32,0.01,0.9785219628810244,4.486706256866455
10,300,32,0.1,40,16,2500,64,0.1,0.9438150966530549,3.8021860122680664
10,300,32,0.1,40,16,2500,64,0.01,0.9738282586383852,3.8039512634277344
10,300,32,0.1,40,16,2500,128,0.1,0.9658721191768928,3.4412693977355957
10,300,32,0.1,40,16,2500,128,0.01,0.973846153846154,3.456394910812378
10,300,32,0.1,40,16,2500,256,0.1,0.9527331900465732,3.265559673309326
10,300,32,0.1,40,16,2500,256,0.01,0.965688025381873,3.2959768772125244
10,300,32,0.1,40,21,2500,32,0.1,0.9654334441949036,4.626148462295532
10,300,32,0.1,40,21,2500,32,0.01,0.973846153846154,4.56005072593689
10,300,32,0.1,40,21,2500,64,0.1,0.973846153846154,3.8438727855682373
10,300,32,0.1,40,21,2500,64,0.01,0.9608094376991304,3.8582277297973633
10,300,32,0.1,40,21,2500,128,0.1,0.991285030758715,3.5211713314056396
10,300,32,0.1,40,21,2500,128,0.01,0.9786794418784344,3.5558345317840576
10,300,32,0.1,40,21,2500,256,0.1,0.9825641025641024,3.352701425552368
10,300,32,0.1,40,21,2500,256,0.01,0.9695639943741212,3.3495965003967285
10,300,32,0.1,40,18,2500,32,0.1,0.969884651801982,4.454213619232178
10,300,32,0.1,40,18,2500,32,0.01,0.9699633555720892,4.455999135971069
10,300,32,0.1,40,18,2500,64,0.1,0.9566827706755724,3.795346260070801
10,300,32,0.1,40,18,2500,64,0.01,0.9698001662745376,3.8843753337860107
10,300,32,0.1,40,18,2500,128,0.1,0.9782135076252724,3.456721067428589
10,300,32,0.1,40,18,2500,128,0.01,0.9827873605582584,3.5216407775878906
10,300,32,0.1,40,18,2500,256,0.1,0.973846153846154,3.3386478424072266
10,300,32,0.1,40,18,2500,256,0.01,0.9701207981733996,3.2767796516418457
10,300,32,0.1,40,16,2500,32,0.1,0.9651282051282052,4.427775144577026
10,300,32,0.1,40,16,2500,32,0.01,0.9614624244296368,4.455222845077515
10,300,32,0.1,40,16,2500,64,0.1,0.9613944855851624,3.8463428020477295
10,300,32,0.1,40,16,2500,64,0.01,0.982903692623097,3.886200428009033
10,300,32,0.1,40,16,2500,128,0.1,0.978209784234138,3.4403390884399414
10,300,32,0.1,40,16,2500,128,0.01,0.9828496749986098,3.4402263164520264
10,300,32,0.1,40,16,2500,256,0.1,0.9654923365093596,3.2728464603424072
10,300,32,0.1,40,16,2500,256,0.01,0.9614624244296368,3.4906725883483887
10,300,32,0.1,40,9,2500,32,0.1,0.9828496749986098,4.557028293609619
10,300,32,0.1,40,9,2500,32,0.01,0.9654334441949036,4.395056247711182
10,300,32,0.1,40,9,2500,64,0.1,0.9527331900465732,3.786602258682251
10,300,32,0.1,40,9,2500,64,0.01,0.9741626348175118,3.724590301513672
10,300,32,0.1,40,9,2500,128,0.1,0.9825641025641024,3.373349189758301
10,300,32,0.1,40,9,2500,128,0.01,0.9785748259822734,3.3806378841400146
10,300,32,0.1,40,9,2500,256,0.1,0.9658210007047217,3.236778974533081
10,300,32,0.1,40,9,2500,256,0.01,0.973846153846154,3.1654324531555176
10,300,32,0.1,40,6,2500,32,0.1,0.9738550922761448,4.315364360809326
10,300,32,0.1,40,6,2500,32,0.01,0.9657596585381164,4.355220317840576
10,300,32,0.1,40,6,2500,64,0.1,0.957162992046713,3.6446635723114014
10,300,32,0.1,40,6,2500,64,0.01,0.9741626348175118,3.6574530601501465
10,300,32,0.1,40,6,2500,128,0.1,0.9519958926967012,3.3403098583221436
10,300,32,0.1,40,6,2500,128,0.01,0.973855092276145,3.340712070465088
10,300,32,0.1,40,6,2500,256,0.1,0.97419295855202,3.148310899734497
10,300,32,0.1,40,6,2500,256,0.01,0.9611493572731248,3.1252951622009277
10,300,32,0.1,40,3,2500,32,0.1,0.97419295855202,4.2758941650390625
10,300,32,0.1,40,3,2500,32,0.01,0.9869281045751634,4.282317638397217
10,300,32,0.1,40,3,2500,64,0.1,0.978209784234138,3.6113860607147217
10,300,32,0.1,40,3,2500,64,0.01,0.969755034621025,3.623361110687256
10,300,32,0.1,40,3,2500,128,0.1,0.9523676701943266,3.3205511569976807
