-0.49931,-0.57701,-0.14931,-0.68575,0.35811,-0.23587,0.69406,-0.63956,0.60081,-0.10925,0.0066165,0.42391,0.44893,-0.0077647,0.33348,0.42739,0.96692,-0.085602,-0.68481,0.72048,0.49024,0.29315,0.018467,-0.77736,0.74743,0.29214,-0.023407,1.0785,0.56394,1.1433,-0.18185,0.20125,0.42863,-0.72732,-0.35262,0.41004,0.96586,-1.209,1.0316,1.2772,1.3478,0.70003,0.87529,0.18281,0.49262,0.78126,-0.036802,-0.12356
-0.95987,-0.70673,0.66594,-0.92686,-1.146,0.47494,-1.3418,-0.97509,-1.0639,-1.4238,-0.58511,-0.48217,-1.4361,-0.82023,-0.96435,-0.99574,-0.85943,-1.4438,-1.5024,-0.37397,-0.31948,-0.69679,-1.2735,-1.8903,-1.1607,-0.98296,-2.1868,-1.5384,0.26384,-1.3185,0.10081,0.0414,-0.68378,-1.3388,-2.7979,-1.4048,-0.67567,0.053495,-1.4072,-0.83649,1.0542,0.043359,-0.56325,-1.8391,-1.2366,-2.7349,0.41674,-1.8681
1.5645,1.3629,1.2988,0.91051,1.0487,1.4965,1.3827,1.3005,0.86358,1.0712,1.0723,1.2949,0.69075,1.1158,0.86134,1.2248,0.46853,1.3816,1.1622,1.0784,0.87167,0.60531,1.5624,1.3387,0.1656,0.63454,0.32959,0.81371,0.86249,1.2113,1.1295,0.62248,0.25835,0.4216,-0.0016557,1.0434,0.98676,-0.030392,0.45065,0.89343,1.0542,1.1818,1.0662,0.32378,0.56414,0.85138,0.97619,0.84857
1.4438,1.493,1.6247,1.3421,1.1327,0.69186,1.1183,1.0911,1.3319,1.1637,0.9645,0.85065,1.2099,1.219,1.1095,1.0034,0.50229,0.86532,1.1721,1.1775,0.33415,1.141,1.6934,1.1186,1.1054,0.73032,0.79428,0.40572,0.78254,0.71465,1.183,1.3605,0.89637,1.0945,1.2362,1.2237,1.4454,1.1287,0.64012,-0.10911,1.2081,1.2666,0.69494,-0.24653,1.2968,1.372,0.97619,1.1594
1.5008,1.3806,1.5395,1.0421,1.5317,1.3179,1.3834,0.60617,1.2378,1.1481,0.51281,0.4287,1.0723,1.6394,1.3574,0.96601,1.31,1.5355,1.4509,1.2396,1.3533,0.87517,0.72238,-0.21596,1.1387,1.2417,1.3511,1.4108,0.74839,0.94057,1.1259,0.62339,0.18962,0.842,1.0815,1.1934,0.53938,0.33225,0.42743,1.1403,1.1521,-0.20715,0.30426,0.35909,0.5923,0.62612,0.69646,-0.45939
-0.38571,-0.81665,-0.37464,-0.33126,-0.2302,-0.56479,-0.50613,0.20635,0.58886,-0.79528,-1.0434,0.79948,0.50676,-0.39355,0.37155,0.3207,0.18668,-0.30649,-0.0311,-0.70882,0.14101,-0.66277,-0.41573,0.21449,0.81493,0.5221,-0.36996,0.34104,0.15139,0.37303,0.77823,-0.15985,-1.122,0.40797,-0.48394,0.77219,0.69442,-0.77759,-0.86811,0.58205,0.3834,-1.4061,1.2378,0.46772,0.86541,-0.93797,0.46115,0.37454
-0.5515,-0.6943,-0.14618,-0.87354,-0.19483,-1.0123,0.25872,-0.48564,0.082987,-0.9589,0.24425,-0.24675,-1.1579,0.17605,-0.37082,0.15989,0.049252,0.25715,-0.61862,-1.0561,-0.098222,-0.0066622,-0.16494,-0.23624,-0.28185,-0.80293,0.50077,-1.015,-0.98476,-1.2625,0.87095,0.69579,0.054138,-0.56874,-0.28709,0.24037,0.82746,-0.6129,-2.8186,0.35517,0.9194,0.66026,-1.7228,-0.48474,-0.33818,-1.3619,0.57881,-0.45732
-1.0413,-0.90263,-0.14346,0.56136,-1.2187,-0.8261,-1.5733,0.27434,-1.6986,-1.0205,0.20273,-1.7314,-1.7196,-1.9504,-1.7989,-1.343,-1.3784,-1.1107,0.20984,-0.87356,-2.4936,-0.85686,0.09136,-0.58745,-2.4456,-0.2772,-0.77612,-1.9679,-0.5252,-0.59708,-0.67415,-2.249,-2.0633,-2.1609,-2.7979,-0.64296,-1.2177,-0.52427,-2.8186,-0.50237,-1.0617,-0.51273,0.16077,-0.51693,-0.86082,-0.6426,0.37233,-3.0434
-1.0537,-0.6983,-1.434,-0.81016,-0.82383,-0.80626,-1.7813,0.2206,0.26723,-1.9949,-2.1919,-0.85008,-0.75264,-0.29867,-1.5703,-0.53851,-2.5992,-0.38757,-1.3117,-1.3142,-0.35785,-1.4577,0.65157,-1.3012,-1.4284,-0.62623,-1.7335,0.076716,-0.21665,-0.98122,-2.8487,-0.89791,-2.0633,0.10024,-2.7979,-0.061797,0.55603,0.35283,-0.20496,-1.0519,-0.85862,0.06036,-0.59193,-0.43124,-0.12512,-1.9218,-0.79184,1.4858
-0.56694,-0.32584,-0.38495,-0.085505,0.84966,-0.079284,-0.30546,0.19756,-0.38525,0.29729,-0.049609,0.10874,0.37106,0.020483,-0.1148,0.048219,-0.2957,0.33984,-0.061282,0.7902,-0.23386,0.64773,0.58215,0.15645,0.54718,0.89308,0.67726,-0.14813,1.0314,0.20842,-0.77189,0.34196,0.46656,-0.077526,0.16233,0.2579,0.42189,0.97321,0.082397,1.0726,1.1151,-0.1708,0.48989,0.30892,0.35681,-0.3917,-0.11005,0.55843
-0.83058,-0.74869,-0.82207,-1.1533,-1.1086,-1.281,-1.668,-1.6195,0.28229,-0.64305,-0.15167,0.040283,-1.706,-1.3433,-0.77292,0.23536,-0.61557,-0.90502,-1.2181,-1.3121,-1.7067,0.14563,-0.91147,-1.9083,-0.91234,-0.0080781,-0.78093,-1.1081,-0.64667,-1.6777,1.0888,-1.0192,-1.5016,0.5674,-0.83417,0.024196,-1.062,-2.2075,-1.3512,-0.57215,-1.8291,1.3322,-0.26763,-0.12125,-2.4916,-1.0267,-2.126,-0.65047
