1.4017,1.2559,1.2768,1.0253,1.2876,1.4502,1.2848,0.9463,0.99339,1.5388,1.2022,1.1086,0.50463,1.1309,1.5338,1.1008,0.31573,1.0062,1.1865,1.56,0.97366,0.84374,1.1034,1.1366,0.94726,1.3077,1.2697,0.40903,1.1309,0.9959,1.133,0.8946,0.7589,0.35471,0.975,0.66261,0.22446,0.82941,0.82486,0.821,0.64981,0.67421,0.49738,0.44989,0.52078,0.35835,0.81412,0.5221
-0.92884,-0.8277,-0.89953,-1.5978,-1.4727,-1.4146,0.16658,-1.7769,-1.3599,-0.80309,-0.8232,-1.667,-1.9496,0.16566,-0.81799,0.17129,0.42204,0.030708,-1.9621,-2.0014,0.16622,-1.6879,-1.1635,-1.7004,-3.0966,-2.2762,-0.93075,-1.3767,-0.46116,-1.046,-1.0762,-1.8434,-1.2955,-0.43187,-0.40661,-0.052098,-0.48868,-0.29256,-1.1473,-2.3976,0.015955,-1.9104,-1.1471,-1.5321,-1.4202,-1.5053,-1.8032,-2.4876
-0.57247,-0.2876,-0.47907,-1.0207,0.6557,-0.10915,0.61,-0.060845,0.50776,0.22744,-0.40961,0.19487,0.17772,0.085946,0.22239,0.34883,0.50198,0.47287,-0.68417,-0.042631,1.1417,0.011955,0.4168,0.271,0.45162,0.18398,0.31552,-0.29276,0.028289,-0.56012,-1.3741,1.115,0.50805,0.29654,-0.30419,0.2888,0.67173,0.27707,-0.65542,0.71825,0.048997,0.21296,0.80944,-0.025195,0.58656,0.76073,-0.18712,1.1303
-0.75554,-0.53158,-0.76141,-0.28076,0.65507,-0.55037,-0.51909,0.35143,0.10689,-0.49273,0.1538,-0.2534,-0.018594,-0.26401,-0.548,-0.39054,0.22026,-0.45346,0.53604,-0.433,1.0686,-0.36493,0.3436,-0.59217,-0.13492,0.39183,0.58538,-0.15411,1.3837,0.75683,-0.14239,0.26881,-1.122,0.17695,-0.053263,-0.46483,0.28349,0.54181,-0.48671,1.1451,0.24543,0.4893,1.2378,0.82063,-1.1471,0.65373,0.32205,-0.41345
-0.96965,-1.0018,-0.60418,-1.4055,-0.786,-1.0627,-1.2146,-1.3105,-1.5767,-1.2021,-0.91551,-1.714,-1.2032,0.015151,-1.0758,-1.427,-0.69045,-1.6952,-1.0403,-0.944,-1.3813,-0.03351,0.0040005,-2.3039,-1.0573,-1.2099,-2.2026,-0.88258,-0.17126,-1.084,-0.80642,-1.3928,-0.63115,-0.28702,-0.063269,-2.7462,-0.7025,-1.1004,0.18021,-0.1071,0.37045,-0.65886,-0.27184,-0.80626,0.56414,-0.3403,-1.4857,-1.8681
1.439,1.4859,1.603,1.4425,1.2726,1.1823,1.312,1.1329,1.4179,0.83113,0.99687,1.3867,1.4496,1.2162,1.2745,0.89554,0.51149,1.29,0.8697,0.90947,0.23484,0.87587,0.57496,0.69571,1.1978,1.1838,1.3052,0.92328,-0.1781,0.95102,1.2308,0.63973,-0.0011829,0.74517,0.84953,1.254,1.3601,0.39185,0.63539,0.92965,1.189,1.0559,1.172,1.0639,0.4059,0.033172,0.41674,0.96707
1.3627,1.3024,1.1594,1.2826,0.81717,0.98125,0.87153,0.98526,0.96518,1.5816,0.86192,0.93241,1.135,1.4271,0.61195,0.74037,0.88463,0.63868,1.0339,0.95642,1.372,1.0887,1.2676,0.86063,0.50176,0.70737,0.68602,1.0098,0.89033,1.0448,0.43283,-0.30407,1.1026,0.52459,1.1588,0.81155,1.019,0.097965,-0.26394,-0.20181,0.76062,-0.22245,0.66152,0.61594,0.90877,1.1467,0.88737,0.6406
-0.52567,-0.73123,-0.73858,-0.3444,-0.011105,-0.79326,-0.34264,-0.0304,-0.74375,-0.81895,-0.75851,-0.32664,0.3427,-0.96134,-0.41244,0.018477,-1.2324,-0.27959,-0.30122,-0.44145,0.91811,-0.46351,0.31593,-1.3075,0.30954,0.47804,-0.83813,0.11176,0.59992,-1.2801,0.27535,0.029353,-0.82801,-0.80441,-0.3899,-1.0845,-0.23144,-0.5819,0.9196,0.91216,0.40612,0.18508,1.2378,-0.63925,-0.54351,0.45045,0.85853,0.55843
-0.98245,-1.0866,-0.22082,-1.3284,-0.88256,-0.85317,-1.0426,-1.6046,-0.77533,-1.4872,-0.22221,-0.74969,-0.8276,-0.70652,-1.3335,-0.93102,-1.5002,-1.0416,-0.57998,-0.27469,-1.0099,-0.50282,-0.65798,-1.5387,-1.6471,-1.2235,-0.56388,-1.3986,-0.082656,-0.044281,0.18942,-0.54703,0.095633,-1.2689,0.66184,-0.37286,-0.43336,-0.17336,0.24865,-2.0201,-0.6629,-2.8086,-1.2241,-0.43124,-1.5318,-0.46068,-0.79184,-0.65047
-0.36651,-0.65371,-0.291,0.64476,-0.2234,-0.071553,-0.25778,0.83493,-0.07878,-0.50391,-0.90947,0.513,0.74046,0.071115,-0.78774,0.77326,-1.6269,1.3812,0.06717,-0.19183,-0.46562,0.094263,-0.041174,0.029086,1.0438,0.96021,0.54699,0.059332,0.013424,-0.6497,0.21805,-0.56703,0.1343,1.4501,-1.5415,0.80586,0.54474,1.024,0.17898,0.22176,0.87758,0.35946,0.66901,0.64103,0.27583,0.49859,-0.81012,0.6406
